T2M,RH2M,WS10M,PRECTOTCORR,WSC,DATE
28.49,81.48,1.57,0.03,1.17,2024-06-03 18:00:00
27.91,83.84,1.69,0.01,1.22,2024-06-03 19:00:00
27.48,86.85,1.8,0.01,1.37,2024-06-03 20:00:00
27.11,89.37,1.86,0.01,1.5,2024-06-03 21:00:00
26.85,90.95,1.9,0.01,1.57,2024-06-03 22:00:00
26.59,92.41,1.9,0.0,1.65,2024-06-03 23:00:00
26.41,93.39,1.98,0.0,1.74,2024-06-04 00:00:00
26.22,94.39,1.97,0.0,1.74,2024-06-04 01:00:00
26.03,95.02,1.97,0.01,1.66,2024-06-04 02:00:00
25.89,95.39,1.92,0.01,1.56,2024-06-04 03:00:00
25.71,96.1,1.93,0.01,1.55,2024-06-04 04:00:00
25.48,97.24,2.03,0.01,1.68,2024-06-04 05:00:00
25.88,96.25,2.2,0.01,1.81,2024-06-04 06:00:00
27.19,90.46,2.54,0.01,1.5,2024-06-04 07:00:00
28.84,81.22,2.95,0.03,1.81,2024-06-04 08:00:00
30.14,73.98,3.3,0.01,1.99,2024-06-04 09:00:00
31.17,68.12,3.45,0.0,2.09,2024-06-04 10:00:00
32.02,63.63,3.52,0.0,2.14,2024-06-04 11:00:00
32.59,61.17,3.48,0.0,2.12,2024-06-04 12:00:00
32.93,60.42,3.29,0.0,2.0,2024-06-04 13:00:00
33.02,60.73,3.01,0.0,1.84,2024-06-04 14:00:00
32.92,61.52,2.75,0.0,1.68,2024-06-04 15:00:00
32.42,63.75,2.51,0.0,1.57,2024-06-04 16:00:00
31.5,70.07,2.18,0.0,1.57,2024-06-04 17:00:00
29.64,81.22,1.93,0.0,1.56,2024-06-04 18:00:00
28.52,86.33,1.92,0.0,1.67,2024-06-04 19:00:00
28.0,88.77,2.0,0.0,1.82,2024-06-04 20:00:00
27.61,90.8,2.12,0.0,1.96,2024-06-04 21:00:00
27.27,92.39,2.16,0.0,2.0,2024-06-04 22:00:00
26.95,93.78,2.13,0.0,1.98,2024-06-04 23:00:00
26.65,95.08,2.04,0.0,1.89,2024-06-05 00:00:00
26.36,96.1,1.92,0.0,1.79,2024-06-05 01:00:00
26.1,97.02,1.84,0.0,1.69,2024-06-05 02:00:00
25.78,98.23,1.83,0.0,1.62,2024-06-05 03:00:00
25.58,98.58,1.87,0.0,1.53,2024-06-05 04:00:00
25.45,98.74,1.81,0.0,1.42,2024-06-05 05:00:00
25.97,96.99,1.68,0.0,1.32,2024-06-05 06:00:00
27.61,89.23,1.89,0.0,1.12,2024-06-05 07:00:00
29.25,78.99,2.13,0.0,1.29,2024-06-05 08:00:00
30.57,71.53,2.36,0.0,1.41,2024-06-05 09:00:00
31.66,65.06,2.65,0.0,1.6,2024-06-05 10:00:00
32.68,59.13,3.06,0.0,1.85,2024-06-05 11:00:00
33.48,54.58,3.43,0.0,2.1,2024-06-05 12:00:00
33.9,52.15,3.7,0.0,2.3,2024-06-05 13:00:00
33.89,51.34,3.88,0.0,2.44,2024-06-05 14:00:00
33.51,52.15,4.01,0.0,2.56,2024-06-05 15:00:00
32.65,55.59,3.82,0.0,2.54,2024-06-05 16:00:00
31.13,64.02,3.29,0.0,2.46,2024-06-05 17:00:00
28.99,76.81,2.78,0.0,2.49,2024-06-05 18:00:00
27.89,82.5,2.7,0.0,2.45,2024-06-05 19:00:00
27.31,86.41,2.48,0.0,2.21,2024-06-05 20:00:00
26.83,89.51,2.28,0.0,1.99,2024-06-05 21:00:00
26.46,91.51,2.18,0.0,1.88,2024-06-05 22:00:00
26.14,92.99,2.12,0.0,1.83,2024-06-05 23:00:00
25.89,93.94,2.11,0.0,1.8,2024-06-06 00:00:00
25.72,94.94,2.06,0.0,1.76,2024-06-06 01:00:00
25.6,95.67,2.03,0.0,1.75,2024-06-06 02:00:00
25.52,96.2,1.98,0.0,1.69,2024-06-06 03:00:00
25.5,96.3,1.85,0.0,1.53,2024-06-06 04:00:00
25.52,96.15,1.68,0.0,1.33,2024-06-06 05:00:00
25.91,95.4,1.43,0.0,1.13,2024-06-06 06:00:00
27.11,89.76,1.43,0.0,0.84,2024-06-06 07:00:00
28.86,79.42,1.8,0.0,1.15,2024-06-06 08:00:00
30.42,70.63,2.06,0.0,1.25,2024-06-06 09:00:00
31.66,63.68,2.29,0.0,1.39,2024-06-06 10:00:00
32.62,58.27,2.78,0.0,1.7,2024-06-06 11:00:00
33.35,54.53,3.29,0.0,2.04,2024-06-06 12:00:00
33.76,52.5,3.58,0.0,2.23,2024-06-06 13:00:00
33.75,51.9,3.81,0.0,2.42,2024-06-06 14:00:00
33.24,53.1,3.95,0.0,2.56,2024-06-06 15:00:00
32.34,56.9,3.62,0.0,2.51,2024-06-06 16:00:00
31.02,64.49,3.09,0.0,2.32,2024-06-06 17:00:00
29.03,76.71,2.48,0.0,2.28,2024-06-06 18:00:00
27.99,81.59,2.37,0.0,2.23,2024-06-06 19:00:00
27.43,84.5,2.29,0.0,2.13,2024-06-06 20:00:00
26.95,87.06,2.18,0.0,1.96,2024-06-06 21:00:00
26.58,89.11,2.17,0.0,1.88,2024-06-06 22:00:00
26.25,90.76,2.2,0.0,2.0,2024-06-06 23:00:00
25.93,92.24,2.29,0.0,2.15,2024-06-07 00:00:00
25.68,93.78,2.4,0.0,2.19,2024-06-07 01:00:00
25.43,95.51,2.39,0.0,2.14,2024-06-07 02:00:00
25.18,97.37,2.36,0.0,2.1,2024-06-07 03:00:00
24.95,98.89,2.19,0.0,1.95,2024-06-07 04:00:00
24.82,99.41,2.14,0.0,1.81,2024-06-07 05:00:00
25.43,96.77,2.14,0.0,1.68,2024-06-07 06:00:00
27.27,87.71,2.58,0.0,1.6,2024-06-07 07:00:00
29.04,77.74,3.18,0.0,1.98,2024-06-07 08:00:00
30.43,69.31,3.31,0.0,2.03,2024-06-07 09:00:00
31.71,62.4,3.45,0.0,2.1,2024-06-07 10:00:00
32.7,57.92,3.6,0.0,2.21,2024-06-07 11:00:00
33.44,55.16,3.71,0.0,2.27,2024-06-07 12:00:00
33.89,53.69,3.81,0.0,2.35,2024-06-07 13:00:00
33.99,53.03,3.9,0.0,2.44,2024-06-07 14:00:00
33.59,53.98,4.05,0.0,2.56,2024-06-07 15:00:00
32.75,56.77,4.01,0.0,2.62,2024-06-07 16:00:00
31.3,64.01,3.5,0.0,2.61,2024-06-07 17:00:00
29.37,74.04,3.05,0.0,2.7,2024-06-07 18:00:00
28.31,78.92,2.9,0.0,2.63,2024-06-07 19:00:00
27.66,82.72,2.54,0.0,2.35,2024-06-07 20:00:00
27.12,86.27,2.26,0.0,2.13,2024-06-07 21:00:00
26.74,88.42,2.16,0.0,2.04,2024-06-07 22:00:00
26.47,89.82,2.19,0.0,2.07,2024-06-07 23:00:00
26.26,91.06,2.25,0.0,2.1,2024-06-08 00:00:00
26.07,92.49,2.23,0.0,2.06,2024-06-08 01:00:00
25.89,93.81,2.17,0.0,1.99,2024-06-08 02:00:00
25.72,94.88,2.14,0.01,1.95,2024-06-08 03:00:00
25.54,96.0,2.14,0.0,1.93,2024-06-08 04:00:00
25.35,97.06,2.1,0.01,1.89,2024-06-08 05:00:00
25.72,95.55,2.21,0.01,1.81,2024-06-08 06:00:00
27.05,89.23,2.5,0.12,1.51,2024-06-08 07:00:00
28.7,80.64,2.98,0.16,1.88,2024-06-08 08:00:00
29.97,73.32,3.37,0.15,2.1,2024-06-08 09:00:00
30.97,67.31,3.64,0.19,2.26,2024-06-08 10:00:00
31.76,62.61,3.88,0.12,2.41,2024-06-08 11:00:00
32.35,59.06,4.06,0.08,2.54,2024-06-08 12:00:00
32.77,56.46,4.16,0.06,2.61,2024-06-08 13:00:00
32.92,55.19,4.12,0.06,2.61,2024-06-08 14:00:00
32.75,55.44,4.01,0.21,2.59,2024-06-08 15:00:00
32.2,57.86,3.75,0.22,2.53,2024-06-08 16:00:00
30.94,65.11,3.19,0.27,2.45,2024-06-08 17:00:00
29.07,75.17,2.79,0.34,2.55,2024-06-08 18:00:00
28.09,79.92,2.76,0.33,2.55,2024-06-08 19:00:00
27.54,83.14,2.65,0.23,2.43,2024-06-08 20:00:00
27.08,86.11,2.48,0.27,2.29,2024-06-08 21:00:00
26.71,88.67,2.35,0.19,2.18,2024-06-08 22:00:00
26.44,90.27,2.36,0.19,2.18,2024-06-08 23:00:00
26.19,91.75,2.42,0.25,2.2,2024-06-09 00:00:00
25.9,93.65,2.36,0.27,2.15,2024-06-09 01:00:00
25.66,95.14,2.28,0.18,2.07,2024-06-09 02:00:00
25.44,96.31,2.18,0.19,1.99,2024-06-09 03:00:00
25.24,97.23,2.05,0.15,1.85,2024-06-09 04:00:00
25.11,97.85,1.96,0.08,1.79,2024-06-09 05:00:00
25.55,96.14,2.06,0.08,1.76,2024-06-09 06:00:00
26.83,89.89,2.5,0.94,1.53,2024-06-09 07:00:00
28.09,83.13,2.96,1.96,1.85,2024-06-09 08:00:00
29.45,75.77,3.44,2.05,2.18,2024-06-09 09:00:00
30.68,69.11,3.8,2.12,2.38,2024-06-09 10:00:00
31.52,64.76,3.9,3.17,2.45,2024-06-09 11:00:00
32.06,61.83,3.99,5.12,2.5,2024-06-09 12:00:00
32.2,60.45,4.1,5.79,2.58,2024-06-09 13:00:00
32.01,60.67,4.11,5.91,2.61,2024-06-09 14:00:00
31.29,63.91,3.94,7.42,2.58,2024-06-09 15:00:00
30.35,70.3,3.49,9.93,2.37,2024-06-09 16:00:00
29.07,79.4,3.05,12.34,2.31,2024-06-09 17:00:00
27.77,87.57,2.77,10.78,2.42,2024-06-09 18:00:00
27.16,90.64,2.82,9.57,2.49,2024-06-09 19:00:00
26.76,92.6,2.74,9.5,2.39,2024-06-09 20:00:00
26.45,94.0,2.69,9.38,2.34,2024-06-09 21:00:00
26.19,94.74,2.72,7.93,2.37,2024-06-09 22:00:00
25.92,95.22,2.73,8.45,2.41,2024-06-09 23:00:00
25.67,95.67,2.67,8.74,2.38,2024-06-10 00:00:00
25.5,95.91,2.65,8.88,2.37,2024-06-10 01:00:00
25.37,96.18,2.61,7.26,2.35,2024-06-10 02:00:00
25.27,96.4,2.5,6.49,2.3,2024-06-10 03:00:00
25.16,96.66,2.21,5.31,2.08,2024-06-10 04:00:00
25.07,96.54,2.04,4.93,1.84,2024-06-10 05:00:00
25.36,95.87,1.88,5.37,1.67,2024-06-10 06:00:00
26.36,93.22,2.09,8.66,1.51,2024-06-10 07:00:00
27.87,81.21,2.58,7.8,1.95,2024-06-10 08:00:00
28.98,67.11,3.0,6.15,2.04,2024-06-10 09:00:00
29.7,61.83,3.52,5.01,2.23,2024-06-10 10:00:00
30.24,58.99,4.07,3.83,2.58,2024-06-10 11:00:00
28.6,69.38,3.88,3.22,2.75,2024-06-10 17:00:00
26.93,80.83,2.79,3.06,2.46,2024-06-10 18:00:00
26.05,86.78,2.49,2.6,2.31,2024-06-10 19:00:00
25.72,89.06,2.33,1.36,2.18,2024-06-10 20:00:00
25.53,90.42,2.31,1.16,2.14,2024-06-10 21:00:00
25.36,91.71,2.31,1.8,2.1,2024-06-10 22:00:00
25.19,93.09,2.34,4.05,2.07,2024-06-10 23:00:00
25.07,94.26,2.37,8.78,2.07,2024-06-11 00:00:00
24.99,95.25,2.48,17.64,2.2,2024-06-11 01:00:00
25.69,95.1,3.16,15.8,2.14,2024-06-11 07:00:00
26.34,93.16,3.01,14.12,1.88,2024-06-11 08:00:00
27.44,86.49,3.28,12.57,2.1,2024-06-11 09:00:00
29.02,76.01,4.05,12.16,2.62,2024-06-11 10:00:00
30.22,64.24,4.42,1.62,2.85,2024-06-11 16:00:00
29.1,71.01,3.37,1.97,2.42,2024-06-11 17:00:00
27.43,83.21,2.37,2.03,2.1,2024-06-11 18:00:00
26.66,88.36,2.2,1.69,1.92,2024-06-11 19:00:00
26.39,90.16,2.14,1.01,1.85,2024-06-11 20:00:00
26.22,91.39,2.08,0.77,1.79,2024-06-11 21:00:00
26.06,92.46,2.03,0.81,1.72,2024-06-11 22:00:00
25.89,93.52,1.98,0.64,1.68,2024-06-11 23:00:00
25.71,94.48,2.02,0.77,1.74,2024-06-12 00:00:00
25.51,95.31,2.09,0.95,1.82,2024-06-12 01:00:00
25.32,96.01,2.11,1.05,1.82,2024-06-12 02:00:00
25.15,96.63,2.06,1.37,1.76,2024-06-12 03:00:00
25.04,96.79,2.0,2.09,1.71,2024-06-12 04:00:00
24.94,96.91,1.98,2.51,1.68,2024-06-12 05:00:00
25.42,95.94,2.04,2.66,1.69,2024-06-12 06:00:00
26.67,92.37,2.31,0.25,1.42,2024-06-12 07:00:00
28.3,82.79,2.71,0.24,1.78,2024-06-12 08:00:00
30.08,70.72,3.59,0.22,2.3,2024-06-12 09:00:00
31.3,63.2,4.11,0.22,2.6,2024-06-12 10:00:00
32.23,58.48,4.5,0.26,2.84,2024-06-12 11:00:00
31.86,59.46,4.37,0.3,2.77,2024-06-12 16:00:00
30.72,66.13,3.46,0.28,2.39,2024-06-12 17:00:00
28.76,79.35,2.43,0.3,2.18,2024-06-12 18:00:00
27.77,84.95,2.38,0.26,2.27,2024-06-12 19:00:00
27.39,87.35,2.32,0.28,2.23,2024-06-12 20:00:00
27.07,89.49,2.26,0.32,2.15,2024-06-12 21:00:00
26.84,90.99,2.27,0.29,2.14,2024-06-12 22:00:00
26.62,92.21,2.29,0.28,2.14,2024-06-12 23:00:00
26.42,92.94,2.38,0.33,2.25,2024-06-13 00:00:00
26.39,91.91,2.56,0.39,2.39,2024-06-13 01:00:00
26.25,91.22,2.49,0.45,2.33,2024-06-13 02:00:00
26.07,90.82,2.42,0.35,2.26,2024-06-13 03:00:00
25.77,91.79,2.17,0.17,2.03,2024-06-13 04:00:00
25.44,93.14,2.03,0.05,1.89,2024-06-13 05:00:00
25.71,91.97,2.18,0.04,1.83,2024-06-13 06:00:00
27.27,82.75,2.76,0.03,1.73,2024-06-13 07:00:00
29.05,69.08,3.38,0.05,2.11,2024-06-13 08:00:00
30.64,58.34,3.64,0.05,2.25,2024-06-13 09:00:00
32.03,51.79,3.84,0.02,2.37,2024-06-13 10:00:00
32.6,51.25,4.06,0.02,2.62,2024-06-13 16:00:00
31.25,59.14,3.35,0.02,2.41,2024-06-13 17:00:00
29.04,72.72,2.68,0.03,2.44,2024-06-13 18:00:00
27.87,79.3,2.65,0.03,2.5,2024-06-13 19:00:00
27.38,83.14,2.54,0.05,2.37,2024-06-13 20:00:00
26.89,87.0,2.3,0.05,2.16,2024-06-13 21:00:00
26.5,89.91,2.12,0.05,1.99,2024-06-13 22:00:00
26.25,91.94,2.0,0.07,1.86,2024-06-13 23:00:00
26.07,93.32,1.97,0.08,1.84,2024-06-14 00:00:00
25.86,94.6,1.97,0.09,1.83,2024-06-14 01:00:00
25.69,95.75,1.94,0.09,1.8,2024-06-14 02:00:00
25.54,96.73,1.94,0.08,1.79,2024-06-14 03:00:00
25.47,97.28,1.97,0.06,1.8,2024-06-14 04:00:00
25.33,98.06,1.99,0.06,1.79,2024-06-14 05:00:00
25.76,96.04,2.23,0.04,1.76,2024-06-14 06:00:00
27.28,88.62,2.58,0.0,1.54,2024-06-14 07:00:00
29.14,78.08,2.98,0.0,1.83,2024-06-14 08:00:00
30.44,69.98,3.02,0.0,1.83,2024-06-14 09:00:00
31.63,62.67,3.0,0.0,1.81,2024-06-14 10:00:00
32.69,56.86,3.0,0.0,1.82,2024-06-14 11:00:00
33.51,53.15,2.92,0.0,1.8,2024-06-14 12:00:00
34.0,51.58,2.85,0.0,1.8,2024-06-14 13:00:00
34.01,51.95,2.97,0.0,1.91,2024-06-14 15:00:00
33.35,54.49,3.14,0.0,2.07,2024-06-14 16:00:00
32.05,61.38,2.97,0.0,2.16,2024-06-14 17:00:00
29.88,73.68,2.59,0.0,2.3,2024-06-14 18:00:00
28.7,79.54,2.62,0.0,2.38,2024-06-14 19:00:00
28.06,83.27,2.45,0.0,2.21,2024-06-14 20:00:00
27.52,86.38,2.22,0.0,2.04,2024-06-14 21:00:00
27.05,88.96,2.03,0.0,1.91,2024-06-14 22:00:00
26.68,90.91,2.0,0.0,1.88,2024-06-14 23:00:00
26.43,92.34,2.07,0.0,1.91,2024-06-15 00:00:00
26.2,93.7,2.07,0.0,1.87,2024-06-15 01:00:00
26.01,94.71,1.99,0.0,1.81,2024-06-15 02:00:00
25.81,95.71,1.89,0.0,1.72,2024-06-15 03:00:00
25.62,96.71,1.81,0.0,1.63,2024-06-15 04:00:00
25.49,97.23,1.85,0.0,1.55,2024-06-15 05:00:00
25.83,96.03,1.75,0.0,1.48,2024-06-15 06:00:00
27.15,89.44,2.05,0.17,1.21,2024-06-15 07:00:00
28.85,79.85,2.14,0.16,1.28,2024-06-15 08:00:00
30.18,71.51,2.13,0.12,1.27,2024-06-15 09:00:00
31.34,64.55,2.22,0.08,1.33,2024-06-15 10:00:00
32.3,59.25,2.37,0.06,1.42,2024-06-15 11:00:00
33.0,56.18,2.52,0.06,1.51,2024-06-15 12:00:00
33.35,55.01,2.65,0.06,1.63,2024-06-15 13:00:00
33.34,55.1,2.72,0.07,1.69,2024-06-15 14:00:00
33.04,56.24,2.71,0.08,1.7,2024-06-15 15:00:00
32.47,58.79,2.61,0.13,1.72,2024-06-15 16:00:00
31.42,65.58,2.33,0.14,1.73,2024-06-15 17:00:00
29.59,77.05,1.99,0.15,1.79,2024-06-15 18:00:00
28.62,81.47,2.04,0.16,1.89,2024-06-15 19:00:00
28.14,84.22,2.15,0.14,2.05,2024-06-15 20:00:00
27.78,86.14,2.3,0.09,2.16,2024-06-15 21:00:00
27.44,88.29,2.26,0.08,2.05,2024-06-15 22:00:00
27.07,90.61,2.19,0.06,1.96,2024-06-15 23:00:00
26.74,92.59,2.14,0.09,1.91,2024-06-16 00:00:00
26.48,94.17,2.08,0.15,1.89,2024-06-16 01:00:00
26.24,95.51,1.95,0.18,1.83,2024-06-16 02:00:00
25.98,96.78,1.82,0.24,1.66,2024-06-16 03:00:00
25.95,96.39,1.69,0.26,1.36,2024-06-16 04:00:00
26.18,94.26,1.39,0.27,0.96,2024-06-16 05:00:00
26.59,92.98,1.05,0.27,0.72,2024-06-16 06:00:00
27.91,86.79,1.06,1.37,0.76,2024-06-16 07:00:00
29.09,77.02,1.21,0.87,0.77,2024-06-16 08:00:00
30.3,68.13,1.54,0.61,0.95,2024-06-16 09:00:00
31.53,60.14,2.04,0.72,1.22,2024-06-16 10:00:00
32.47,54.87,2.41,0.91,1.43,2024-06-16 11:00:00
33.11,52.14,2.67,1.2,1.59,2024-06-16 12:00:00
33.44,50.87,2.86,1.59,1.7,2024-06-16 13:00:00
33.45,50.71,3.02,1.82,1.82,2024-06-16 14:00:00
33.1,51.69,3.18,2.14,1.94,2024-06-16 15:00:00
32.34,54.62,3.19,2.31,2.04,2024-06-16 16:00:00
31.01,62.14,2.88,2.39,2.09,2024-06-16 17:00:00
29.03,74.24,2.49,1.83,2.3,2024-06-16 18:00:00
27.92,80.49,2.49,1.85,2.37,2024-06-16 19:00:00
27.25,84.9,2.37,3.02,2.24,2024-06-16 20:00:00
26.74,88.38,2.35,4.4,2.19,2024-06-16 21:00:00
26.3,91.15,2.37,4.5,2.18,2024-06-16 22:00:00
25.96,93.32,2.29,4.04,2.11,2024-06-16 23:00:00
25.69,94.73,2.27,3.28,2.08,2024-06-17 00:00:00
25.47,95.62,2.26,1.95,2.09,2024-06-17 01:00:00
25.32,96.22,2.29,0.96,2.09,2024-06-17 02:00:00
25.22,96.56,2.32,0.55,2.13,2024-06-17 03:00:00
25.11,96.91,2.16,0.39,1.99,2024-06-17 04:00:00
25.02,97.08,1.98,0.31,1.83,2024-06-17 05:00:00
25.46,95.99,2.08,0.3,1.71,2024-06-17 06:00:00
26.54,92.65,2.54,11.36,1.64,2024-06-17 07:00:00
27.85,84.29,2.86,15.08,1.85,2024-06-17 08:00:00
29.15,74.92,2.99,14.84,1.88,2024-06-17 09:00:00
30.15,69.18,3.14,14.15,1.94,2024-06-17 10:00:00
30.92,65.34,3.26,13.94,1.99,2024-06-17 11:00:00
31.39,63.06,3.36,16.05,2.06,2024-06-17 12:00:00
31.63,61.66,3.42,18.33,2.08,2024-06-17 13:00:00
31.49,61.98,3.53,18.29,2.16,2024-06-17 14:00:00
31.06,63.77,3.62,16.84,2.26,2024-06-17 15:00:00
30.22,68.74,3.33,11.77,2.19,2024-06-17 16:00:00
29.09,76.49,2.94,8.93,2.09,2024-06-17 17:00:00
27.66,86.16,2.4,6.46,2.02,2024-06-17 18:00:00
26.84,90.99,2.2,5.83,1.99,2024-06-17 19:00:00
26.47,92.91,2.01,5.2,1.83,2024-06-17 20:00:00
26.23,93.95,1.88,4.75,1.64,2024-06-17 21:00:00
26.04,94.64,1.85,3.6,1.61,2024-06-17 22:00:00
25.87,95.39,1.87,3.13,1.73,2024-06-17 23:00:00
25.76,95.82,1.94,3.53,1.81,2024-06-18 00:00:00
25.66,96.23,2.01,4.34,1.87,2024-06-18 01:00:00
25.57,96.59,2.03,7.09,1.89,2024-06-18 02:00:00
25.48,96.89,2.03,8.24,1.88,2024-06-18 03:00:00
25.38,97.08,1.96,8.5,1.82,2024-06-18 04:00:00
25.29,97.19,1.92,9.13,1.79,2024-06-18 05:00:00
25.6,96.52,2.09,10.78,1.81,2024-06-18 06:00:00
26.38,94.59,2.5,11.92,1.59,2024-06-18 07:00:00
27.35,90.48,2.7,10.41,1.75,2024-06-18 08:00:00
28.7,79.33,3.47,8.05,2.22,2024-06-18 09:00:00
29.95,70.26,3.88,8.46,2.39,2024-06-18 10:00:00
30.81,65.4,4.01,9.56,2.42,2024-06-18 11:00:00
31.18,64.18,3.93,11.15,2.37,2024-06-18 12:00:00
30.99,65.16,3.8,17.1,2.31,2024-06-18 13:00:00
30.6,66.95,3.62,19.77,2.23,2024-06-18 14:00:00
28.77,77.73,2.84,18.07,1.93,2024-06-18 16:00:00
27.77,84.43,2.57,13.19,1.87,2024-06-18 17:00:00
26.87,90.74,2.23,13.1,1.88,2024-06-18 18:00:00
26.4,93.49,2.24,10.07,2.0,2024-06-18 19:00:00
26.17,94.34,2.33,4.85,2.08,2024-06-18 20:00:00
26.02,94.9,2.16,2.65,1.95,2024-06-18 21:00:00
25.85,95.35,1.99,2.05,1.85,2024-06-18 22:00:00
25.7,95.67,1.8,1.92,1.71,2024-06-18 23:00:00
25.58,95.96,1.81,3.26,1.73,2024-06-19 00:00:00
25.48,96.12,1.91,6.03,1.84,2024-06-19 01:00:00
25.39,96.29,1.98,7.53,1.91,2024-06-19 02:00:00
25.32,96.33,2.05,8.17,1.97,2024-06-19 03:00:00
25.24,96.44,2.09,6.69,2.0,2024-06-19 04:00:00
25.14,96.63,2.09,7.85,1.98,2024-06-19 05:00:00
25.32,96.42,2.15,5.62,1.89,2024-06-19 06:00:00
26.03,94.59,2.44,8.24,1.62,2024-06-19 07:00:00
27.02,90.1,2.75,9.19,1.81,2024-06-19 08:00:00
28.0,81.68,2.86,8.91,1.78,2024-06-19 09:00:00
28.74,75.85,2.96,3.77,1.82,2024-06-19 10:00:00
29.16,71.51,3.06,1.82,1.86,2024-06-19 11:00:00
29.48,69.05,3.16,1.76,1.91,2024-06-19 12:00:00
29.76,67.81,3.21,2.44,1.94,2024-06-19 13:00:00
29.81,67.76,3.19,2.88,1.92,2024-06-19 14:00:00
29.52,69.28,3.11,3.11,1.9,2024-06-19 15:00:00
28.93,72.58,3.05,3.14,1.91,2024-06-19 16:00:00
28.0,79.13,2.66,4.03,1.89,2024-06-19 17:00:00
26.85,87.49,2.19,4.16,1.85,2024-06-19 18:00:00
26.18,91.72,2.1,3.55,1.92,2024-06-19 19:00:00
25.9,93.23,2.17,2.14,2.0,2024-06-19 20:00:00
25.66,94.22,2.23,1.86,2.06,2024-06-19 21:00:00
25.48,94.75,2.29,2.19,2.1,2024-06-19 22:00:00
25.29,95.32,2.29,4.01,2.1,2024-06-19 23:00:00
25.13,95.74,2.25,4.19,2.07,2024-06-20 00:00:00
24.99,96.2,2.24,5.05,2.05,2024-06-20 01:00:00
24.9,96.43,2.25,4.03,2.06,2024-06-20 02:00:00
24.82,96.58,2.3,4.05,2.09,2024-06-20 03:00:00
24.73,96.45,2.22,3.47,2.03,2024-06-20 04:00:00
24.59,96.37,2.15,3.75,1.99,2024-06-20 05:00:00
25.0,95.33,2.25,3.53,1.93,2024-06-20 06:00:00
26.1,92.25,2.97,2.74,2.07,2024-06-20 07:00:00
27.15,84.62,3.5,3.97,2.31,2024-06-20 08:00:00
28.21,74.65,3.91,2.04,2.5,2024-06-20 09:00:00
29.09,68.8,4.36,1.6,2.74,2024-06-20 10:00:00
29.06,66.6,4.06,2.47,2.6,2024-06-20 16:00:00
28.11,74.38,3.13,3.05,2.27,2024-06-20 17:00:00
26.81,84.76,2.47,2.76,2.19,2024-06-20 18:00:00
26.22,89.69,2.39,2.52,2.21,2024-06-20 19:00:00
26.04,91.96,2.41,2.83,2.15,2024-06-20 20:00:00
25.86,93.67,2.44,4.53,2.15,2024-06-20 21:00:00
25.65,95.14,2.26,5.47,2.04,2024-06-20 22:00:00
25.52,95.91,2.11,7.17,1.96,2024-06-20 23:00:00
25.39,96.44,2.13,9.01,1.97,2024-06-21 00:00:00
25.27,96.9,2.14,11.27,1.99,2024-06-21 01:00:00
25.17,97.22,2.16,11.97,1.99,2024-06-21 02:00:00
25.09,97.3,2.15,13.26,1.99,2024-06-21 03:00:00
25.02,97.34,2.12,12.68,1.99,2024-06-21 04:00:00
24.98,97.36,2.15,12.85,2.01,2024-06-21 05:00:00
25.37,96.93,2.33,15.1,2.05,2024-06-21 06:00:00
26.3,95.05,2.8,9.13,1.81,2024-06-21 07:00:00
27.24,92.25,2.94,11.95,1.89,2024-06-21 08:00:00
28.45,84.81,4.04,13.1,2.68,2024-06-21 09:00:00
27.27,81.99,3.98,16.05,2.86,2024-06-21 17:00:00
26.23,88.68,3.17,13.25,2.62,2024-06-21 18:00:00
25.63,92.71,2.8,9.29,2.4,2024-06-21 19:00:00
25.36,94.41,2.65,7.44,2.24,2024-06-21 20:00:00
25.15,95.49,2.68,6.65,2.25,2024-06-21 21:00:00
25.01,96.15,2.76,6.45,2.3,2024-06-21 22:00:00
24.92,96.46,2.91,6.96,2.39,2024-06-21 23:00:00
24.85,96.54,3.05,7.4,2.45,2024-06-22 00:00:00
24.78,96.56,3.07,7.43,2.48,2024-06-22 01:00:00
24.73,96.59,3.02,6.92,2.48,2024-06-22 02:00:00
24.72,96.68,2.89,6.88,2.41,2024-06-22 03:00:00
24.75,96.82,2.59,7.22,2.27,2024-06-22 04:00:00
24.81,96.8,2.47,7.14,2.22,2024-06-22 05:00:00
25.02,96.37,2.6,7.78,2.19,2024-06-22 06:00:00
25.54,95.13,3.01,10.69,2.05,2024-06-22 07:00:00
26.11,93.53,3.12,12.49,1.99,2024-06-22 08:00:00
26.77,89.35,3.92,14.57,2.61,2024-06-22 09:00:00
27.4,84.42,4.61,17.04,2.98,2024-06-22 10:00:00
25.38,96.67,2.31,19.77,2.12,2024-06-22 22:00:00
25.23,96.94,2.4,18.88,2.18,2024-06-22 23:00:00
25.07,97.12,2.36,18.92,2.15,2024-06-23 00:00:00
24.96,97.2,2.36,18.63,2.16,2024-06-23 01:00:00
24.91,97.24,2.41,19.07,2.2,2024-06-23 02:00:00
24.88,97.23,2.42,17.23,2.22,2024-06-23 03:00:00
24.88,97.26,2.46,16.77,2.25,2024-06-23 04:00:00
24.87,97.34,2.41,13.17,2.23,2024-06-23 05:00:00
25.1,96.97,2.52,5.81,2.22,2024-06-23 06:00:00
25.68,95.93,3.01,7.35,2.1,2024-06-23 07:00:00
26.23,94.76,3.05,15.59,1.91,2024-06-23 08:00:00
28.74,83.05,4.14,13.79,2.65,2024-06-23 14:00:00
